step_points,gap,middle_points,middle_average,delta_w,fdelta_w,voltage_set
72399,89,72443,1549.75993,-0.000335,-0.2650295,106
72488,90,72533,1549.759595,-0.0003145,-0.2653645,106.1
72578,88,72622,1549.75928,-0.000294,-0.2656795,106.2
72666,88,72710,1549.758986,-0.0003045,-0.2659735,106.3
72754,87,72797,1549.758682,-0.0003015,-0.2662775,106.4
72841,90,72886,1549.75838,-0.000301,-0.2665795,106.5
72931,88,72975,1549.75808,-0.0002835,-0.2668795,106.6
73019,91,73064,1549.757796,-0.0002595,-0.2671635,106.7
73110,88,73154,1549.757536,-0.0002515,-0.2674235,106.8
73198,90,73243,1549.757285,-0.000258,-0.2676745,106.9
73288,90,73333,1549.757027,-0.000252,-0.2679325,107
73378,91,73423,1549.756775,-0.0002395,-0.2681845,107.1
73469,88,73513,1549.756535,-0.0002215,-0.2684245,107.2
73557,91,73602,1549.756314,0.000934,-0.2686455,107.3
73648,89,73692,1549.757248,-0.000283,-0.2677115,107.4
73737,90,73782,1549.756965,-0.000276,-0.2679945,107.5
73827,89,73871,1549.756689,-0.000255,-0.2682705,107.6
73916,88,73960,1549.756434,-0.000229,-0.2685255,107.7
74004,89,74048,1549.756205,-0.0002635,-0.2687545,107.8
74093,91,74138,1549.755941,-0.0003005,-0.2690185,107.9
74184,91,74229,1549.755641,-0.0002845,-0.2693185,108
74275,93,74321,1549.755356,-0.000251,-0.2696035,108.1
74368,91,74413,1549.755105,-0.0002265,-0.2698545,108.2
74459,93,74505,1549.754879,-0.000255,-0.2700805,108.3
74552,90,74597,1549.754624,-0.0002905,-0.2703355,108.4
74642,89,74686,1549.754333,-0.000292,-0.2706265,108.5
74731,91,74776,1549.754041,-0.000261,-0.2709185,108.6
74822,90,74867,1549.75378,-0.000241,-0.2711795,108.7
74912,92,74958,1549.75354,-0.000259,-0.2714195,108.8
75004,91,75049,1549.753281,-0.000297,-0.2716785,108.9
75095,92,75141,1549.752984,-0.000286,-0.2719755,109
75187,90,75232,1549.752698,-0.000255,-0.2722615,109.1
75277,91,75322,1549.752443,-0.000229,-0.2725165,109.2
75368,91,75413,1549.752213,-0.0002405,-0.2727465,109.3
75459,91,75504,1549.751973,-0.0002825,-0.2729865,109.4
75550,89,75594,1549.751691,-0.000293,-0.2732685,109.5
75639,92,75685,1549.751398,-0.0002655,-0.2735615,109.6
75731,91,75776,1549.751132,-0.000244,-0.2738275,109.7
75822,92,75868,1549.750888,-0.0002535,-0.2740715,109.8
75914,92,75960,1549.750634,-0.0003115,-0.2743255,109.9
76006,92,76052,1549.750323,-0.000306,-0.2746365,110
76098,91,76143,1549.750017,-0.0002825,-0.2749425,110.1
76189,92,76235,1549.749734,-0.0002445,-0.2752255,110.2
76281,91,76326,1549.74949,-0.000251,-0.2754695,110.3
76372,91,76417,1549.749239,-0.0002945,-0.2757205,110.4
76463,92,76509,1549.748945,-0.000296,-0.2760145,110.5
76555,93,76601,1549.748649,-0.000272,-0.2763105,110.6
76648,92,76694,1549.748377,-0.0002555,-0.2765825,110.7
76740,94,76787,1549.748121,-0.0002495,-0.2768385,110.8
76834,92,76880,1549.747871,-0.00029,-0.2770885,110.9
76926,95,76973,1549.747581,-0.0002935,-0.2773785,111
77021,92,77067,1549.747288,-0.000276,-0.2776715,111.1
77113,94,77160,1549.747012,-0.000249,-0.2779475,111.2
77207,95,77254,1549.746763,-0.0002375,-0.2781965,111.3
77302,94,77349,1549.746526,-0.0002695,-0.2784335,111.4
77396,94,77443,1549.746256,-0.000279,-0.2787035,111.5
77490,95,77537,1549.745977,-0.000275,-0.2789825,111.6
77585,94,77632,1549.745702,-0.000255,-0.2792575,111.7
77679,94,77726,1549.745447,-0.000244,-0.2795125,111.8
77773,93,77819,1549.745203,-0.000277,-0.2797565,111.9
77866,93,77912,1549.744926,-0.0002905,-0.2800335,112
77959,96,78007,1549.744636,-0.0002795,-0.2803235,112.1
78055,95,78102,1549.744356,-0.000264,-0.2806035,112.2
78150,96,78198,1549.744092,-0.000245,-0.2808675,112.3
78246,96,78294,1549.743847,-0.0002695,-0.2811125,112.4
78342,94,78389,1549.743577,-0.000283,-0.2813825,112.5
78436,96,78484,1549.743294,-0.0002795,-0.2816655,112.6
78532,96,78580,1549.743015,-0.0002605,-0.2819445,112.7
78628,95,78675,1549.742755,-0.0002445,-0.2822045,112.8
78723,98,78772,1549.74251,-0.0002675,-0.2824495,112.9
78821,93,78867,1549.742243,-0.0002865,-0.2827165,113
78914,96,78962,1549.741956,-0.0002815,-0.2830035,113.1
79010,93,79056,1549.741674,-0.0002665,-0.2832855,113.2
79103,97,79151,1549.741408,-0.000252,-0.2835515,113.3
79200,98,79249,1549.741156,-0.0002675,-0.2838035,113.4
79298,97,79346,1549.740889,-0.000283,-0.2840705,113.5
79395,94,79442,1549.740606,-0.000282,-0.2843535,113.6
79489,95,79536,1549.740324,-0.0002625,-0.2846355,113.7
79584,95,79631,1549.740061,-0.0002475,-0.2848985,113.8
79679,95,79726,1549.739813,-0.000266,-0.2851465,113.9
79774,97,79822,1549.739547,-0.0002775,-0.2854125,114
79871,94,79918,1549.73927,-0.0002705,-0.2856895,114.1
79965,97,80013,1549.739,-0.0002565,-0.2859595,114.2
80062,95,80109,1549.738743,-0.000246,-0.2862165,114.3
80157,96,80205,1549.738497,-0.000257,-0.2864625,114.4
80253,95,80300,1549.73824,-0.0002745,-0.2867195,114.5
80348,95,80395,1549.737965,-0.000277,-0.2869945,114.6
80443,93,80489,1549.737688,-0.0002605,-0.2872715,114.7
80536,96,80584,1549.737428,-0.00025,-0.2875315,114.8
80632,96,80680,1549.737178,-0.0002545,-0.2877815,114.9
80728,94,80775,1549.736923,-0.0002745,-0.2880365,115
80822,96,80870,1549.736649,-0.0002515,-0.2883105,115.1
80918,95,80965,1549.736397,-0.000244,-0.2885625,115.2
81013,95,81060,1549.736154,-0.0002395,-0.2888055,115.3
81108,93,81154,1549.735914,-0.000246,-0.2890455,115.4
81201,95,81248,1549.735668,-0.000268,-0.2892915,115.5
81296,96,81344,1549.7354,-0.000274,-0.2895595,115.6
81392,95,81439,1549.735126,-0.0002635,-0.2898335,115.7
81487,97,81535,1549.734863,-0.000256,-0.2900965,115.8
81584,97,81632,1549.734606,-0.000253,-0.2903535,115.9
81681,96,81729,1549.734353,-0.0002585,-0.2906065,116
81777,96,81825,1549.734095,-0.000257,-0.2908645,116.1
81873,100,81923,1549.733838,-0.0002485,-0.2911215,116.2
81973,95,82020,1549.73359,-0.0002445,-0.2913695,116.3
82068,98,82117,1549.733345,-0.000241,-0.2916145,116.4
82166,97,82214,1549.733104,-0.000235,-0.2918555,116.5
82263,100,82313,1549.732869,-0.00026,-0.2920905,116.6
82363,100,82413,1549.732609,-0.000254,-0.2923505,116.7
82463,98,82512,1549.732355,-0.000249,-0.2926045,116.8
82561,100,82611,1549.732106,-0.000241,-0.2928535,116.9
82661,99,82710,1549.731865,-0.000236,-0.2930945,117
82760,97,82808,1549.731629,-0.0002525,-0.2933305,117.1
82857,99,82906,1549.731377,-0.000252,-0.2935825,117.2
82956,99,83005,1549.731125,-0.000267,-0.2938345,117.3
83055,98,83104,1549.730858,-0.0002505,-0.2941015,117.4
83153,100,83203,1549.730607,-0.0002325,-0.2943525,117.5
83253,100,83303,1549.730375,-0.0002455,-0.2945845,117.6
83353,99,83402,1549.730129,-0.000265,-0.2948305,117.7
83452,99,83501,1549.729864,-0.0002615,-0.2950955,117.8
83551,98,83600,1549.729602,-0.0002655,-0.2953575,117.9
83649,100,83699,1549.729337,-0.0002465,-0.2956225,118
83749,99,83798,1549.729091,-0.0002555,-0.2958685,118.1
83848,99,83897,1549.728835,-0.0002775,-0.2961245,118.2
83947,100,83997,1549.728557,-0.0002885,-0.2964025,118.3
84047,98,84096,1549.728269,-0.000284,-0.2966905,118.4
84145,102,84196,1549.727985,-0.0002525,-0.2969745,118.5
84247,99,84296,1549.727732,-0.0002445,-0.2972275,118.6
84346,99,84395,1549.727488,-0.000261,-0.2974715,118.7
84445,101,84495,1549.727227,-0.0002625,-0.2977325,118.8
84546,103,84597,1549.726965,-0.0002595,-0.2979945,118.9
84649,101,84699,1549.726705,-0.000246,-0.2982545,119
84750,101,84800,1549.726459,-0.00025,-0.2985005,119.1
84851,100,84901,1549.726209,-0.0002545,-0.2987505,119.2
84951,102,85002,1549.725955,-0.0003955,-0.2990045,119.3
85053,101,85103,1549.725559,-0.0002265,-0.2994005,119.4
85154,100,85204,1549.725333,-0.0002505,-0.2996265,119.5
85254,100,85304,1549.725082,-0.0002105,-0.2998775,119.6
85354,100,85404,1549.724871,-0.0002165,-0.3000885,119.7
85454,98,85503,1549.724655,-0.0002645,-0.3003045,119.8
85552,101,85602,1549.72439,-0.000264,-0.3005695,119.9
85653,100,85703,1549.724126,-0.0002545,-0.3008335,120
85753,100,85803,1549.723872,-0.000246,-0.3010875,120.1
85853,98,85902,1549.723626,-0.000254,-0.3013335,120.2
85951,99,86000,1549.723372,-0.000284,-0.3015875,120.3
86050,97,86098,1549.723088,-0.000293,-0.3018715,120.4
86147,102,86198,1549.722795,-0.0002655,-0.3021645,120.5
86249,99,86298,1549.722529,-0.0002525,-0.3024305,120.6
86348,100,86398,1549.722277,-0.0002485,-0.3026825,120.7
86448,99,86497,1549.722029,-0.0002705,-0.3029305,120.8
86547,99,86596,1549.721758,-0.000279,-0.3032015,120.9
86646,100,86696,1549.721479,-0.000266,-0.3034805,121
86746,98,86795,1549.721213,-0.000257,-0.3037465,121.1
86844,101,86894,1549.720956,-0.0002605,-0.3040035,121.2
86945,101,86995,1549.720696,-0.000276,-0.3042635,121.3
87046,100,87096,1549.72042,-0.000287,-0.3045395,121.4
87146,102,87197,1549.720132,-0.000276,-0.3048275,121.5
87248,104,87300,1549.719857,-0.000267,-0.3051025,121.6
87352,100,87402,1549.71959,-0.000264,-0.3053695,121.7
87452,102,87503,1549.719326,-0.0002685,-0.3056335,121.8
87554,101,87604,1549.719057,-0.000276,-0.3059025,121.9
87655,102,87706,1549.718781,-0.000275,-0.3061785,122
87757,102,87808,1549.718506,-0.0002645,-0.3064535,122.1
87859,103,87910,1549.718241,-0.0002625,-0.3067185,122.2
87962,100,88012,1549.717979,-0.000259,-0.3069805,122.3
88062,103,88113,1549.71772,-0.0002735,-0.3072395,122.4
88165,101,88215,1549.717447,-0.0002755,-0.3075125,122.5
88266,104,88318,1549.717171,-0.00027,-0.3077885,122.6
88370,104,88422,1549.716901,-0.0002655,-0.3080585,122.7
88474,104,88526,1549.716635,-0.0002585,-0.3083245,122.8
88578,104,88630,1549.716377,-0.0002705,-0.3085825,122.9
88682,106,88735,1549.716107,-0.0002735,-0.3088525,123
88788,102,88839,1549.715833,-0.0002445,-0.3091265,123.1
88890,105,88942,1549.715589,-0.0002465,-0.3093705,123.2
88995,101,89045,1549.715342,-0.000234,-0.3096175,123.3
89096,105,89148,1549.715108,-0.0002525,-0.3098515,123.4
89201,102,89252,1549.714856,-0.0002585,-0.3101035,123.5
89303,106,89356,1549.714597,-0.00025,-0.3103625,123.6
89409,102,89460,1549.714347,-0.000248,-0.3106125,123.7
89511,106,89564,1549.714099,-0.000239,-0.3108605,123.8
89617,105,89669,1549.71386,-0.0002625,-0.3110995,123.9
89722,107,89775,1549.713597,-0.000276,-0.3113625,124
89829,105,89881,1549.713322,-0.000253,-0.3116375,124.1
89934,105,89986,1549.713069,-0.0002405,-0.3118905,124.2
90039,104,90091,1549.712828,-0.0002375,-0.3121315,124.3
90143,106,90196,1549.71259,-0.000248,-0.3123695,124.4
90249,104,90301,1549.712342,-0.0002775,-0.3126175,124.5
90353,106,90406,1549.712065,-0.000258,-0.3128945,124.6
90459,103,90510,1549.711807,-0.0002535,-0.3131525,124.7
90562,107,90615,1549.711553,-0.000249,-0.3134065,124.8
90669,106,90722,1549.711304,-0.000248,-0.3136555,124.9
90775,106,90828,1549.711056,-0.0002845,-0.3139035,125
90881,107,90934,1549.710772,-0.000267,-0.3141875,125.1
90988,104,91040,1549.710505,-0.0002375,-0.3144545,125.2
91092,106,91145,1549.710267,-0.000239,-0.3146925,125.3
91198,106,91251,1549.710028,-0.000241,-0.3149315,125.4
91304,105,91356,1549.709788,-0.0002695,-0.3151715,125.5
91409,106,91462,1549.709518,-0.000265,-0.3154415,125.6
91515,107,91568,1549.709253,-0.0002485,-0.3157065,125.7
91622,107,91675,1549.709004,-0.0002435,-0.3159555,125.8
91729,110,91784,1549.708761,-0.0002505,-0.3161985,125.9
91839,107,91892,1549.708511,-0.000274,-0.3164485,126
91946,108,92000,1549.708237,-0.0002885,-0.3167225,126.1
92054,109,92108,1549.707948,-0.000255,-0.3170115,126.2
92163,109,92217,1549.707693,-0.000246,-0.3172665,126.3
92272,108,92326,1549.707447,-0.000254,-0.3175125,126.4
92380,108,92434,1549.707193,-0.00027,-0.3177665,126.5
92488,107,92541,1549.706923,-0.0002885,-0.3180365,126.6
92595,109,92649,1549.706635,-0.0002665,-0.3183245,126.7
92704,109,92758,1549.706368,-0.000248,-0.3185915,126.8
92813,108,92867,1549.70612,-0.000239,-0.3188395,126.9
92921,107,92974,1549.705881,-0.0002615,-0.3190785,127
93028,109,93082,1549.70562,-0.000281,-0.3193395,127.1
93137,109,93191,1549.705339,-0.0002705,-0.3196205,127.2
93246,107,93299,1549.705068,-0.000248,-0.3198915,127.3
93353,108,93407,1549.70482,-0.0002375,-0.3201395,127.4
93461,108,93515,1549.704583,-0.000249,-0.3203765,127.5
93569,106,93622,1549.704334,-0.0002735,-0.3206255,127.6
93675,110,93730,1549.70406,-0.0002745,-0.3208995,127.7
93785,106,93838,1549.703785,-0.000249,-0.3211745,127.8
93891,111,93946,1549.703536,-0.000229,-0.3214235,127.9
94002,109,94056,1549.703308,-0.0002315,-0.3216515,128
94111,110,94166,1549.703076,-0.0002535,-0.3218835,128.1
94221,108,94275,1549.702822,-0.0002775,-0.3221375,128.2
94329,110,94384,1549.702545,-0.000257,-0.3224145,128.3
94439,108,94493,1549.702288,-0.000237,-0.3226715,128.4
94547,109,94601,1549.702051,-0.0002275,-0.3229085,128.5
94656,110,94711,1549.701823,-0.000242,-0.3231365,128.6
94766,105,94818,1549.701582,-0.0002645,-0.3233775,128.7
94871,109,94925,1549.701317,-0.0002725,-0.3236425,128.8
94980,108,95034,1549.701045,-0.000248,-0.3239145,128.9
95088,109,95142,1549.700796,-0.0002395,-0.3241635,129
95197,107,95250,1549.700557,-0.0002395,-0.3244025,129.1
95304,110,95359,1549.700318,-0.0002615,-0.3246415,129.2
95414,106,95467,1549.700056,-0.000284,-0.3249035,129.3
95520,109,95574,1549.699772,-0.000268,-0.3251875,129.4
95629,108,95683,1549.699504,-0.0002375,-0.3254555,129.5
95737,109,95791,1549.699267,-0.0002305,-0.3256925,129.6
95846,108,95900,1549.699036,-0.000246,-0.3259235,129.7
95954,110,96009,1549.69879,-0.000268,-0.3261695,129.8
96064,108,96118,1549.698522,-0.000265,-0.3264375,129.9
96172,109,96226,1549.698257,-0.000254,-0.3267025,130
96281,108,96335,1549.698003,-0.0002385,-0.3269565,130.1
96389,109,96443,1549.697764,-0.0002535,-0.3271955,130.2
96498,109,96552,1549.697511,-0.0002645,-0.3274485,130.3
96607,111,96662,1549.697247,-0.0002865,-0.3277125,130.4
96718,106,96771,1549.69696,-0.000269,-0.3279995,130.5
96824,110,96879,1549.696691,-0.0002495,-0.3282685,130.6
96934,107,96987,1549.696441,-0.0002495,-0.3285185,130.7
97041,107,97094,1549.696192,-0.0002575,-0.3287675,130.8
97148,109,97202,1549.695935,-0.000289,-0.3290245,130.9
97257,110,97312,1549.695645,-0.0002785,-0.3293145,131
97367,108,97421,1549.695367,-0.000259,-0.3295925,131.1
97475,110,97530,1549.695108,-0.0002455,-0.3298515,131.2
97585,110,97640,1549.694862,-0.0002435,-0.3300975,131.3
97695,111,97750,1549.694619,-0.00027,-0.3303405,131.4
97806,110,97861,1549.694349,-0.0002705,-0.3306105,131.5
97916,110,97971,1549.694079,-0.0002575,-0.3308805,131.6
98026,107,98079,1549.693821,-0.0002355,-0.3311385,131.7
98133,109,98187,1549.693585,-0.0002325,-0.3313745,131.8
98242,109,98296,1549.693353,-0.0002415,-0.3316065,131.9
98351,110,98406,1549.693112,-0.000252,-0.3318475,132
98461,110,98516,1549.692859,-0.0002495,-0.3321005,132.1
98571,110,98626,1549.69261,-0.000234,-0.3323495,132.2
98681,109,98735,1549.692376,-0.0002265,-0.3325835,132.3
98790,108,98844,1549.692149,-0.0002265,-0.3328105,132.4
98898,110,98953,1549.691923,-0.0002485,-0.3330365,132.5
99008,110,99063,1549.691675,-0.000252,-0.3332845,132.6
99118,110,99173,1549.691422,-0.000242,-0.3335375,132.7
99228,109,99282,1549.691181,-0.0002265,-0.3337785,132.8
99337,111,99392,1549.690954,-0.000231,-0.3340055,132.9
99448,107,99501,1549.690723,-0.000234,-0.3342365,133
99555,111,99610,1549.690489,-0.0002625,-0.3344705,133.1
99666,109,99720,1549.690227,-0.000258,-0.3347325,133.2
99775,110,99830,1549.689968,-0.0002435,-0.3349915,133.3
99885,113,99941,1549.689725,-0.0002425,-0.3352345,133.4
99998,109,100052,1549.689483,-0.000235,-0.3354765,133.5
100107,110,100162,1549.689247,-0.000252,-0.3357125,133.6
100217,111,100272,1549.688995,-0.000265,-0.3359645,133.7
100328,112,100384,1549.688731,-0.000242,-0.3362285,133.8
100440,111,100495,1549.688489,-0.000241,-0.3364705,133.9
100551,110,100606,1549.688247,-0.0002335,-0.3367125,134
100661,113,100717,1549.688014,-0.0002405,-0.3369455,134.1
100774,111,100829,1549.687774,-0.0002665,-0.3371855,134.2
100885,114,100942,1549.687507,-0.0002635,-0.3374525,134.3
100999,112,101055,1549.687243,-0.000257,-0.3377165,134.4
101111,115,101168,1549.686986,-0.0002485,-0.3379735,134.5
101226,112,101282,1549.686738,-0.000252,-0.3382215,134.6
101338,114,101395,1549.686486,-0.0002665,-0.3384735,134.7
101452,113,101508,1549.686219,-0.0002725,-0.3387405,134.8
101565,114,101622,1549.685947,-0.0002565,-0.3390125,134.9
101679,111,101734,1549.68569,-0.0002645,-0.3392695,135
101790,116,101848,1549.685426,-0.000257,-0.3395335,135.1
101906,113,101962,1549.685169,-0.0002705,-0.3397905,135.2
102019,115,102076,1549.684899,-0.0002925,-0.3400605,135.3
102134,114,102191,1549.684606,-0.0002845,-0.3403535,135.4
102248,112,102304,1549.684322,-0.0002695,-0.3406375,135.5
102360,115,102417,1549.684052,-0.000268,-0.3409075,135.6
102475,114,102532,1549.683784,-0.0002725,-0.3411755,135.7
102589,115,102646,1549.683512,-0.000272,-0.3414475,135.8
102704,115,102761,1549.683239,-0.000258,-0.3417205,135.9
102819,115,102876,1549.682982,-0.0002515,-0.3419775,136
102934,112,102990,1549.68273,-0.0002525,-0.3422295,136.1
103046,116,103104,1549.682477,-0.0002535,-0.3424825,136.2
103162,114,103219,1549.682224,-0.0002555,-0.3427355,136.3
103276,117,103334,1549.681968,-0.000254,-0.3429915,136.4
103393,112,103449,1549.681715,-0.0002485,-0.3432445,136.5
103505,116,103563,1549.681466,-0.0002495,-0.3434935,136.6
103621,112,103677,1549.681216,-0.000245,-0.3437435,136.7
103733,109,103787,1549.680972,-0.0002605,-0.3439875,136.8
103842,113,103898,1549.680711,-0.0002465,-0.3442485,136.9
103955,115,104012,1549.680464,-0.0002425,-0.3444955,137
104070,110,104125,1549.680222,-0.000235,-0.3447375,137.1
104180,116,104238,1549.679987,-0.0002485,-0.3449725,137.2
104296,115,104353,1549.679738,-0.0002445,-0.3452215,137.3
104411,115,104468,1549.679494,-0.000251,-0.3454655,137.4
104526,113,104582,1549.679243,-0.000243,-0.3457165,137.5
104639,116,104697,1549.679,-0.0002465,-0.3459595,137.6
104755,112,104811,1549.678753,-0.000251,-0.3462065,137.7
104867,113,104923,1549.678503,-0.000251,-0.3464565,137.8
104980,112,105036,1549.678252,-0.0002525,-0.3467075,137.9
105092,116,105150,1549.677999,-0.000242,-0.3469605,138
105208,115,105265,1549.677757,-0.000236,-0.3472025,138.1
105323,119,105382,1549.677521,-0.000245,-0.3474385,138.2
105442,116,105500,1549.677276,-0.000254,-0.3476835,138.3
105558,120,105618,1549.677022,-0.000243,-0.3479375,138.4
105678,116,105736,1549.676779,-0.000244,-0.3481805,138.5
105794,117,105852,1549.676535,-0.0002385,-0.3484245,138.6
105911,119,105970,1549.676296,-0.0002475,-0.3486635,138.7
106030,117,106088,1549.676049,-0.000261,-0.3489105,138.8
106147,115,106204,1549.675788,-0.0002665,-0.3491715,138.9
106262,120,106322,1549.675522,-0.0002605,-0.3494375,139
106382,117,106440,1549.675261,-0.0002565,-0.3496985,139.1
106499,118,106558,1549.675004,-0.0002455,-0.3499555,139.2
106617,118,106676,1549.674759,-0.000259,-0.3502005,139.3
106735,118,106794,1549.6745,-0.0002695,-0.3504595,139.4
106853,118,106912,1549.674231,-0.000259,-0.3507285,139.5
106971,116,107029,1549.673971,-0.0002405,-0.3509885,139.6
107087,119,107146,1549.673731,-0.000241,-0.3512285,139.7
107206,117,107264,1549.67349,-0.000297,-0.3514695,139.8
107323,0,107439,1549.673193,0,-0.3517665,139.9
